event_id,user_id,timestamp,route_id,ticket_price,bookings_last_60s,travel_distance_km,time_since_last_booking,label
evt_01061,4869,1771009130,5,320,0,95,3141,normal
evt_a0052,4408,1767259040,3,420,20,145,2,anomalous
evt_02923,3207,1770376524,1,305,0,119,2956,normal
evt_a0070,7999,1774493637,6,940,18,206,5,anomalous
evt_01800,9930,1768484622,0,392,0,116,6843,normal
evt_01199,2830,1767811902,6,525,0,206,1864,normal
evt_03326,2161,1773503187,3,310,0,145,6131,normal
evt_03050,5811,1770722542,2,780,0,393,8652,normal
evt_04372,3004,1769963061,1,437,0,119,441,normal
evt_01976,7904,1769255532,2,1002,0,393,7247,normal
evt_01236,2073,1773990695,5,169,0,95,161,normal
evt_03592,9496,1771082554,6,595,0,206,4136,normal
evt_03182,8771,1769705794,3,365,1,145,2106,normal
evt_a0218,4017,1767584641,3,778,0,145,3053,anomalous
evt_01965,1397,1772122433,4,462,0,162,5749,normal
evt_02655,2390,1772736765,0,342,0,116,5319,normal
evt_a0319,1355,1771637002,6,565,18,206,10,anomalous
evt_04297,1995,1768587763,3,394,1,145,3122,normal
evt_02114,6651,1772137124,1,376,0,119,7115,normal
evt_00910,1267,1771284036,4,394,0,162,652,normal
evt_01608,8159,1773479273,5,249,0,95,6289,normal
evt_00477,2388,1772446577,4,596,0,162,4816,normal
evt_01046,9346,1770575175,3,486,0,145,4634,normal
evt_03828,2474,1768118069,4,534,0,162,1199,normal
evt_00257,6381,1773593795,3,323,1,145,10750,normal
evt_03347,2633,1774654295,1,219,1,119,4695,normal
evt_03464,6239,1770837198,1,374,0,119,2866,normal
evt_02642,7770,1768104829,4,597,0,162,4155,normal
evt_02603,9102,1772454568,5,179,0,95,11565,normal
evt_03273,4810,1767512985,3,374,2,145,10492,normal
evt_03867,7459,1770683205,1,480,1,119,4629,normal
evt_02685,7228,1767464040,6,648,1,206,1584,normal
evt_02041,4955,1772783778,3,444,1,145,1347,normal
evt_02929,1214,1769081534,4,323,0,162,10244,normal
evt_02056,7987,1772895403,4,515,0,162,10443,normal
evt_02580,4511,1774117478,5,242,0,95,1508,normal
evt_00230,9633,1772429218,3,327,2,145,9716,normal
evt_04465,1451,1768155411,6,647,0,206,138,normal
evt_00773,5480,1773743829,5,268,0,95,1924,normal
evt_02561,8114,1772281337,5,250,0,95,9905,normal
evt_01977,9963,1773575502,1,400,0,119,221,normal
evt_a0001,8596,1773897171,5,267,10,95,3,anomalous
evt_00486,2871,1769351102,0,282,0,116,17026,normal
evt_00396,1924,1768346159,6,688,1,206,71,normal
evt_01738,9905,1772636904,0,422,0,116,2031,normal
evt_a0000,1102,1769456336,5,317,13,95,4,anomalous
evt_02921,8450,1771350825,4,389,0,162,3096,normal
evt_a0032,4229,1767552680,0,387,18,116,1,anomalous
evt_01757,6723,1770061989,0,365,1,116,1797,normal
evt_03993,6461,1773061182,6,558,0,206,2330,normal
evt_03855,1881,1767882939,0,279,0,116,3170,normal
evt_02132,1937,1774810735,5,303,1,95,470,normal
evt_02377,8074,1772422722,3,459,0,145,1072,normal
evt_00067,8541,1769972368,6,617,0,206,135,normal
evt_01847,1484,1771426316,1,378,0,119,3002,normal
evt_02476,4128,1771710587,1,401,0,119,3752,normal
evt_00427,1154,1772693862,5,303,0,95,60,normal
evt_04492,6642,1769901118,2,978,1,393,356,normal
evt_02025,9326,1773335680,5,206,0,95,4091,normal
evt_01357,2706,1772742593,5,233,1,95,1104,normal
evt_00353,9011,1769687657,1,491,1,119,1527,normal
evt_01284,7028,1768572057,0,424,1,116,5308,normal
evt_02287,7779,1773690015,6,559,0,206,5143,normal
evt_a0053,3484,1773358477,0,239,13,116,2,anomalous
evt_03961,1227,1767997090,4,482,0,162,6337,normal
evt_04199,2207,1772964531,3,339,0,145,3542,normal
evt_01579,3759,1773533086,0,316,1,116,1510,normal
evt_03211,1685,1771537787,5,205,0,95,5699,normal
evt_04322,2479,1770902407,6,572,1,206,741,normal
evt_01531,6866,1768671964,3,529,0,145,1774,normal
evt_00820,5314,1769154359,6,598,1,206,7846,normal
evt_03138,8396,1770150062,4,474,0,162,7580,normal
evt_00690,7305,1768419710,5,291,0,95,159,normal
evt_03674,5820,1770561258,5,241,1,95,259,normal
evt_02756,9435,1767973622,5,329,0,95,5496,normal
evt_a0330,2323,1767409325,0,375,18,116,6,anomalous
evt_00127,9751,1768194223,0,380,0,116,8800,normal
evt_01320,6599,1774802652,4,479,0,162,1723,normal
evt_02001,7214,1768651414,1,367,0,119,87,normal
evt_01853,4372,1774618227,6,592,0,206,15728,normal
evt_00035,8749,1773475597,6,708,0,206,276,normal
evt_01152,8272,1772935974,3,434,0,145,997,normal
evt_01285,8433,1773666919,3,345,1,145,3827,normal
evt_01916,2805,1774792007,2,973,0,393,478,normal
evt_03402,4463,1772917123,5,323,0,95,269,normal
evt_02763,5956,1774517538,5,219,0,95,189,normal
evt_03708,4484,1774459976,5,287,1,95,791,normal
evt_02540,6089,1772539699,2,1028,0,393,4066,normal
evt_a0151,8745,1770063206,6,608,6,766,1,anomalous
evt_02955,7893,1773156339,4,459,1,162,2677,normal
evt_04283,3525,1768845807,3,392,1,145,4015,normal
evt_a0031,6083,1770787641,3,444,13,145,5,anomalous
evt_02914,9689,1771188762,4,465,0,162,1463,normal
evt_a0017,4388,1770189738,5,329,13,95,3,anomalous
evt_04102,7754,1772082196,1,497,0,119,1467,normal
evt_01180,1439,1773390029,1,370,2,119,2040,normal
evt_03645,7713,1768164445,3,331,0,145,1705,normal
evt_00839,7527,1767946482,0,276,1,116,1019,normal
evt_a0143,2507,1773498962,6,494,5,706,5,anomalous
evt_02721,4169,1769605245,2,948,2,393,10361,normal
evt_02831,1225,1770463831,5,254,0,95,12438,normal
evt_01930,8643,1770465713,3,437,1,145,6293,normal
evt_00638,7506,1771721113,6,707,2,206,2183,normal
evt_01103,7983,1769889022,1,344,0,119,5691,normal
evt_04456,5879,1773317553,1,311,0,119,9181,normal
evt_03759,9959,1767273276,4,429,0,162,1048,normal
evt_02038,5315,1773163924,3,350,1,145,4009,normal
evt_02565,6903,1774783690,6,598,0,206,4596,normal
evt_04541,3852,1768917140,2,906,0,393,5625,normal
evt_01509,5769,1772345035,1,407,0,119,4321,normal
evt_04095,5019,1773597206,6,540,1,206,1115,normal
evt_03587,4609,1771574487,1,272,0,119,4168,normal
evt_02104,1223,1768497080,6,552,0,206,461,normal
evt_02817,1852,1768290009,2,1237,0,393,1603,normal
evt_03770,1575,1768858819,5,247,0,95,5984,normal
evt_02772,9209,1768812386,6,570,0,206,3110,normal
evt_02172,8738,1772480892,1,322,0,119,573,normal
evt_01980,2320,1774098530,4,520,0,162,20385,normal
evt_02702,7044,1772871165,3,273,0,145,406,normal
evt_00759,4629,1772813933,1,241,1,119,402,normal
evt_00525,9209,1773232047,2,955,0,393,1083,normal
evt_01434,5599,1771090882,0,408,0,116,2604,normal
evt_02468,8367,1774258409,3,430,0,145,6485,normal
evt_04318,5586,1768480368,4,522,0,162,5292,normal
evt_01141,6963,1774077897,5,326,0,95,272,normal
evt_03060,7807,1773408611,4,423,0,162,1397,normal
evt_03395,1824,1773080168,0,373,0,116,3327,normal
evt_a0180,6505,1774611403,2,882,6,723,8,anomalous
evt_00790,3135,1774274404,3,467,1,145,141,normal
evt_02567,3539,1771485248,3,352,0,145,1693,normal
evt_03055,3905,1770822499,2,960,0,393,311,normal
evt_01634,9351,1769009945,5,175,0,95,6578,normal
evt_01108,7162,1773192794,5,191,0,95,1211,normal
evt_00306,6692,1772720389,5,284,1,95,3051,normal
evt_04003,3594,1772392700,4,469,0,162,6034,normal
evt_00315,4694,1769977163,5,282,1,95,519,normal
evt_01913,6715,1774096109,2,1128,1,393,300,normal
evt_00829,9232,1769975578,0,272,0,116,9974,normal
evt_04205,4887,1772179754,5,366,0,95,11135,normal
evt_04486,5826,1773907493,3,350,0,145,1089,normal
evt_02982,8263,1772204606,1,475,1,119,3903,normal
evt_a0307,3874,1767498578,5,224,13,95,9,anomalous
evt_01901,8775,1770517080,0,458,1,116,1485,normal
evt_00978,2300,1771893441,3,382,0,145,4848,normal
evt_02411,1867,1772795290,4,509,1,162,3093,normal
evt_a0210,2640,1769120489,2,1718,0,393,893,anomalous
evt_a0109,2450,1769110825,6,522,6,593,7,anomalous
evt_01392,7055,1771647027,0,379,0,116,9715,normal
evt_03748,2480,1770154244,3,360,0,145,3820,normal
evt_02534,3474,1771833988,1,307,0,119,2993,normal
evt_00220,4485,1768399070,4,652,0,162,3160,normal
evt_03135,2753,1769857139,5,346,0,95,587,normal
evt_03079,8588,1769957541,4,621,0,162,178,normal
evt_00802,6544,1773503203,3,346,1,145,688,normal
evt_01839,1379,1772204823,1,496,0,119,520,normal
evt_04491,8099,1774685072,5,374,0,95,678,normal
evt_03614,3188,1773763374,6,612,1,206,4118,normal
evt_00738,9814,1771341263,6,445,0,206,1820,normal
evt_00543,7044,1768832444,0,392,1,116,4107,normal
evt_03158,2908,1767627930,0,304,0,116,1588,normal
evt_01786,9151,1767923538,1,284,1,119,7820,normal
evt_04528,1225,1769685723,3,329,2,145,1312,normal
evt_02395,1203,1769551112,1,512,0,119,12277,normal
evt_03133,2007,1770656749,4,346,0,162,3922,normal
evt_a0091,5131,1770214724,0,397,19,116,5,anomalous
evt_00232,5742,1769734259,2,1091,0,393,15711,normal
evt_00841,5222,1769862238,4,411,1,162,821,normal
evt_00083,2193,1770752357,6,589,0,206,7554,normal
evt_03629,9674,1774188007,1,199,1,119,1624,normal
evt_01332,8539,1772653848,3,386,0,145,1233,normal
evt_02113,8679,1771829006,4,444,0,162,2114,normal
evt_01938,3234,1769014690,3,429,0,145,925,normal
evt_02674,5544,1768054121,0,302,1,116,3548,normal
evt_01572,5281,1771967403,1,365,0,119,1174,normal
evt_01346,8688,1769850899,1,359,0,119,10405,normal
evt_04518,9588,1769071013,3,390,0,145,3546,normal
evt_01439,1378,1774978582,5,301,0,95,214,normal
evt_01198,3053,1768861740,2,922,0,393,2444,normal
evt_00068,4164,1770285884,0,353,2,116,190,normal
evt_02529,9013,1769728379,2,835,0,393,613,normal
evt_a0388,6362,1771895261,1,373,10,119,4,anomalous
evt_03026,2040,1772814689,4,349,0,162,2267,normal
evt_00598,3573,1767611578,3,422,0,145,801,normal
evt_03421,5923,1772368167,2,890,0,393,7666,normal
evt_04082,4374,1768629885,3,443,0,145,4359,normal
evt_00987,5705,1770578263,6,794,0,206,996,normal
evt_00548,4361,1771320815,0,258,2,116,14881,normal
evt_00503,1793,1767628627,6,651,0,206,2881,normal
evt_00262,3147,1771834340,6,654,1,206,722,normal
evt_00286,8840,1772129058,3,374,1,145,459,normal
evt_03639,9856,1773854116,5,296,0,95,1809,normal
evt_02479,5920,1774303163,3,479,0,145,1619,normal
evt_02030,4195,1773742599,2,1195,0,393,983,normal
evt_00537,5006,1767611414,0,372,0,116,89,normal
evt_a0351,9334,1773279036,3,361,13,145,5,anomalous
evt_01372,6139,1774225145,2,1075,1,393,1888,normal
evt_03072,4638,1770584031,3,468,0,145,6865,normal
evt_03263,5695,1771223340,4,425,0,162,1125,normal
evt_01683,6971,1770540924,2,973,0,393,3009,normal
evt_04598,7082,1774256025,3,387,0,145,3312,normal
evt_03915,3564,1769421064,2,1057,0,393,17763,normal
evt_01592,1420,1771960744,1,395,2,119,6599,normal
evt_a0039,7377,1770524904,4,316,20,162,5,anomalous
evt_03466,7520,1771340755,1,492,0,119,4675,normal
evt_01706,2429,1774083041,3,504,0,145,6246,normal
evt_03507,9761,1772036921,4,384,0,162,2097,normal
evt_03495,6923,1769698473,0,328,0,116,794,normal
evt_02409,6415,1769020480,2,937,1,393,1333,normal
evt_01619,4687,1772690344,6,736,1,206,593,normal
evt_02775,9964,1769556669,5,290,0,95,6668,normal
evt_00383,1945,1771604462,3,424,1,145,4990,normal
evt_01790,3301,1774560799,3,488,0,145,4025,normal
evt_03580,4052,1767942193,0,324,0,116,1475,normal
evt_03003,3811,1771674998,3,336,0,145,60,normal
evt_01498,4438,1770908019,1,310,0,119,6210,normal
evt_04546,4488,1768899255,6,553,0,206,6409,normal
evt_02423,7130,1771706893,1,318,1,119,1906,normal
evt_01594,7768,1772325813,4,457,2,162,781,normal
evt_01191,9489,1769452087,1,311,0,119,1365,normal
evt_02738,7630,1767628483,5,251,1,95,2584,normal
evt_02344,6987,1770521825,6,713,0,206,2296,normal
evt_00483,7809,1772712685,3,436,0,145,4097,normal
evt_03480,2468,1774706051,1,345,1,119,831,normal
evt_00578,9064,1771401755,6,524,0,206,3017,normal
evt_02856,2531,1769850486,1,360,0,119,6990,normal
evt_02180,7909,1768653319,2,818,1,393,5134,normal
evt_03920,6975,1773163589,5,284,0,95,10348,normal
evt_00390,4648,1773768022,5,342,0,95,607,normal
evt_02052,5726,1774518082,1,317,1,119,5956,normal
evt_03976,6831,1774797484,2,1066,0,393,3382,normal
evt_01195,8856,1769965769,0,386,1,116,215,normal
evt_02169,5936,1769590713,1,298,0,119,4216,normal
evt_01359,1687,1771142883,0,263,1,116,1220,normal
evt_01094,4163,1767482176,0,474,0,116,2416,normal
evt_04075,6398,1772474591,4,502,0,162,1210,normal
evt_04397,9971,1769809843,6,646,1,206,4099,normal
evt_03043,9265,1768065912,1,371,0,119,612,normal
evt_02064,9138,1769421587,1,360,0,119,7039,normal
evt_02067,4845,1772199890,4,549,2,162,1046,normal
evt_04324,1383,1774556164,4,512,0,162,2283,normal
evt_00647,3967,1769521834,1,402,0,119,4138,normal
evt_01645,8289,1768310481,4,627,0,162,1763,normal
evt_03237,7573,1768298675,2,927,0,393,357,normal
evt_02143,5485,1771572709,2,757,0,393,627,normal
evt_00794,2373,1769455673,6,743,0,206,248,normal
evt_00953,3489,1773299556,2,947,0,393,687,normal
evt_00954,5372,1771947642,4,547,0,162,381,normal
evt_02006,8594,1770573149,4,556,0,162,786,normal
evt_01389,8942,1772786885,1,323,0,119,3359,normal
evt_03986,2859,1772040182,0,422,0,116,3715,normal
evt_03741,9701,1769782013,0,377,1,116,60,normal
evt_00431,3938,1774433648,0,273,0,116,173,normal
evt_03232,7054,1769257561,6,577,1,206,2387,normal
evt_02634,9083,1768999670,6,681,1,206,417,normal
evt_00627,9589,1774062789,1,342,1,119,4416,normal
evt_02593,2067,1770289352,1,228,0,119,2316,normal
evt_a0217,9360,1771832965,3,877,0,145,1111,anomalous
evt_02790,2989,1773792981,6,713,0,206,1550,normal
evt_03682,3243,1769688730,3,396,0,145,278,normal
evt_00774,7201,1770051422,3,457,0,145,5279,normal
evt_00147,6460,1769670658,3,480,0,145,685,normal
evt_02628,1462,1774528456,6,643,0,206,2131,normal
evt_04229,4519,1770552504,3,402,0,145,1812,normal
evt_00853,2381,1772306467,1,255,0,119,60,normal
evt_01617,8836,1772097593,6,590,1,206,1099,normal
evt_02013,8867,1772202473,2,984,0,393,797,normal
evt_00456,3525,1772820302,5,301,0,95,716,normal
evt_03605,1700,1770533116,1,369,0,119,3919,normal
evt_02082,4757,1769502331,3,494,0,145,1135,normal
evt_00643,7620,1772383754,6,521,0,206,4028,normal
evt_01036,5989,1774385340,6,773,2,206,437,normal
evt_01623,4196,1772719598,2,869,0,393,8606,normal
evt_02252,1199,1773777207,5,280,1,95,3428,normal
evt_01172,1199,1769427025,2,657,1,393,3605,normal
evt_03489,1908,1769358814,4,582,0,162,60,normal
evt_02145,2415,1768662082,1,403,1,119,2519,normal
evt_00110,5941,1773846495,5,226,1,95,10155,normal
evt_02265,3892,1769779162,3,474,2,145,405,normal
evt_01304,6727,1767985939,0,375,1,116,10948,normal
evt_01283,3764,1767627659,6,638,0,206,6504,normal
evt_03470,3094,1772832242,2,1036,1,393,1069,normal
evt_04121,6051,1767527260,5,342,1,95,2804,normal
evt_02939,1348,1773315216,2,1042,1,393,3266,normal
evt_02853,2189,1768084646,4,508,0,162,7439,normal
evt_a0249,8861,1768190424,2,1665,0,393,871,anomalous
evt_03880,5080,1767284156,3,368,0,145,338,normal
evt_03783,9912,1774583390,2,1085,1,393,1046,normal
evt_00698,4652,1773748343,0,332,0,116,3964,normal
evt_01896,7628,1770277806,1,335,1,119,6049,normal
evt_03931,7058,1773232294,5,277,0,95,239,normal
evt_03409,4228,1767305035,3,527,0,145,1169,normal
evt_02412,2042,1771350600,0,419,0,116,3365,normal
evt_02668,8935,1772829080,3,434,0,145,2518,normal
evt_03950,6270,1770442340,5,315,0,95,5459,normal
evt_00726,9418,1768105143,5,243,0,95,3936,normal
evt_01412,4874,1771089977,1,351,1,119,263,normal
evt_02830,2845,1771692537,2,959,0,393,9127,normal
evt_02470,4667,1768320714,2,988,2,393,1158,normal
evt_02546,4883,1773567507,4,507,0,162,790,normal
evt_00583,7481,1771759321,5,326,0,95,9907,normal
evt_03251,8032,1769185168,5,322,0,95,114,normal
evt_02023,1510,1768453814,2,1022,1,393,73,normal
evt_02726,9289,1767822978,5,323,0,95,192,normal
evt_02848,5115,1772619217,3,477,0,145,16817,normal
evt_04285,6286,1770028241,3,524,0,145,806,normal
evt_03224,1125,1767627867,3,426,0,145,1205,normal
evt_03706,5673,1773663694,0,478,0,116,6379,normal
evt_a0278,3985,1772720653,0,771,0,116,733,anomalous
evt_a0007,2049,1772806961,2,790,14,393,4,anomalous
evt_02986,1318,1771487973,2,770,0,393,2213,normal
evt_02977,2025,1774943526,3,468,0,145,1332,normal
evt_03879,9078,1773237928,5,198,0,95,14478,normal
evt_00634,7709,1771271543,5,276,0,95,2727,normal
evt_01723,1170,1773652745,0,307,0,116,1578,normal
evt_01518,3869,1770453730,6,691,1,206,7027,normal
evt_02654,5712,1771051256,4,526,0,162,1877,normal
evt_03104,8182,1769939430,4,514,1,162,225,normal
evt_00947,6395,1770713072,4,451,0,162,7031,normal
evt_a0029,4499,1773707967,0,256,11,116,5,anomalous
evt_03660,9788,1773473159,4,512,0,162,366,normal
evt_03190,8987,1769460430,1,464,0,119,4470,normal
evt_03471,4493,1774253417,6,662,0,206,76,normal
evt_03035,9578,1770304403,1,365,0,119,9704,normal
evt_04466,1555,1773123327,2,776,0,393,577,normal
evt_a0200,4219,1767664786,6,1225,0,206,3434,anomalous
evt_04081,9930,1773937813,0,350,0,116,1886,normal
evt_04222,2477,1770574894,5,246,0,95,333,normal
evt_a0107,2056,1769831360,6,709,7,531,3,anomalous
evt_02205,5715,1772897486,4,523,0,162,8216,normal
evt_04373,2348,1774360234,5,229,1,95,1880,normal
evt_03779,1322,1767721624,0,307,0,116,3264,normal
evt_04385,3202,1773428947,0,239,0,116,847,normal
evt_02369,5519,1774282946,5,248,0,95,604,normal
evt_01164,5842,1770893489,5,321,2,95,1368,normal
evt_a0221,1451,1773403288,6,1413,1,206,10449,anomalous
evt_02107,2926,1770633971,2,970,0,393,456,normal
evt_a0120,7496,1774061464,2,927,4,898,8,anomalous
evt_a0131,2520,1771380963,6,594,6,564,2,anomalous
evt_01538,6286,1771575248,2,1184,1,393,4074,normal
evt_01178,3243,1768763985,3,463,0,145,177,normal
evt_a0254,3208,1768053398,6,1154,0,206,7486,anomalous
evt_03345,6460,1774263774,4,512,0,162,984,normal
evt_02240,6417,1773337127,3,437,0,145,792,normal
evt_02949,8330,1773314172,4,481,0,162,1877,normal
evt_03733,3734,1773751163,5,268,0,95,995,normal
evt_04293,3354,1773515625,0,298,0,116,891,normal
evt_01987,1164,1769018108,0,286,1,116,3085,normal
evt_03581,9413,1767548819,3,509,0,145,961,normal
evt_03657,5656,1770359685,4,317,0,162,484,normal
evt_01148,2075,1768676757,5,348,0,95,472,normal
evt_01316,8083,1773002805,3,380,0,145,1471,normal
evt_03484,2738,1773051030,5,328,0,95,3024,normal
evt_01804,7636,1767900649,2,835,1,393,5218,normal
evt_04481,2601,1771757871,5,260,1,95,1737,normal
evt_04147,3479,1767687779,5,318,1,95,4537,normal
evt_04084,9338,1773729520,6,688,1,206,10482,normal
evt_02510,2753,1769069066,6,732,0,206,4872,normal
evt_01107,4991,1774411609,3,417,1,145,7170,normal
evt_00994,6460,1769881323,5,274,2,95,5697,normal
evt_03468,3525,1771246152,5,241,0,95,138,normal
evt_01066,4828,1770226343,4,455,0,162,604,normal
evt_00432,7525,1774435109,6,669,0,206,311,normal
evt_03231,9297,1773457735,1,481,0,119,760,normal
evt_00099,3704,1773780148,5,319,0,95,4940,normal
evt_00806,1941,1774637022,5,329,0,95,3527,normal
evt_02253,4318,1770003765,1,400,0,119,971,normal
evt_a0011,3482,1767436070,6,709,8,206,5,anomalous
evt_04529,7096,1771843946,3,425,0,145,1396,normal
evt_a0094,3272,1773580822,3,382,14,145,4,anomalous
evt_04422,5552,1767564950,1,469,1,119,2383,normal
evt_02453,4311,1774622039,3,467,0,145,3717,normal
evt_01217,3764,1767738187,5,197,0,95,2311,normal
evt_02337,1560,1773081788,6,549,0,206,7566,normal
evt_01932,9391,1770133116,4,517,1,162,1924,normal
evt_02208,4451,1771316797,3,401,0,145,60,normal
evt_03840,4333,1769765291,2,904,0,393,930,normal
evt_01171,6915,1770312551,0,343,0,116,4181,normal
evt_03680,3700,1769573380,2,905,1,393,3190,normal
evt_00239,6562,1768932312,2,955,0,393,10426,normal
evt_00216,2398,1767945026,6,641,0,206,275,normal
evt_04277,9956,1774779988,2,888,0,393,4278,normal
evt_a0145,9892,1774249024,6,775,4,661,6,anomalous
evt_01553,1885,1774282617,4,387,1,162,9151,normal
evt_03754,1076,1769850725,3,381,0,145,10440,normal
evt_a0113,1595,1774842022,2,1215,7,818,4,anomalous
evt_03595,8343,1771081944,1,441,0,119,13438,normal
evt_03422,6016,1771920920,1,407,0,119,9895,normal
evt_01264,8200,1770404629,2,726,0,393,5576,normal
evt_01201,5145,1767520842,0,397,1,116,2245,normal
evt_02060,9402,1772434017,3,394,0,145,5837,normal
evt_03586,3828,1768595188,0,231,1,116,4750,normal
evt_a0381,4793,1767228198,5,364,12,95,9,anomalous
evt_02596,4321,1773454713,3,404,2,145,3337,normal
evt_01375,4232,1774078601,6,668,0,206,11376,normal
evt_00266,7026,1772548204,1,335,0,119,701,normal
evt_04221,7135,1774627477,0,357,0,116,9523,normal
evt_03002,9785,1773645192,6,641,0,206,10362,normal
evt_03725,8403,1774185744,4,343,1,162,1459,normal
evt_00939,4787,1774878506,3,449,0,145,3439,normal
evt_02554,5627,1769168869,4,520,1,162,4038,normal
evt_03798,3335,1768618573,3,346,0,145,1872,normal
evt_04234,4041,1768490971,0,410,0,116,1950,normal
evt_02381,5311,1773218287,5,189,1,95,1873,normal
evt_00124,2958,1773006426,2,1079,0,393,1603,normal
evt_03631,2023,1767703656,6,589,0,206,779,normal
evt_03871,8754,1770876653,2,980,0,393,2464,normal
evt_02248,9574,1770147187,2,700,0,393,9116,normal
evt_01950,6811,1774705761,0,360,0,116,3734,normal
evt_a0153,4995,1774000576,6,728,6,780,6,anomalous
evt_00412,1749,1771578597,3,274,0,145,1255,normal
evt_01905,5990,1773488009,0,421,1,116,3097,normal
evt_01993,5795,1773998295,2,1124,0,393,4274,normal
evt_a0136,6568,1772152629,2,1053,3,711,7,anomalous
evt_00343,8775,1769273579,4,412,0,162,4904,normal
evt_01350,5627,1772609577,1,343,0,119,1171,normal
evt_04050,3756,1768909998,3,400,0,145,3324,normal
evt_02393,3539,1772447625,4,535,0,162,2527,normal
evt_03295,4189,1770560405,2,1123,0,393,879,normal
evt_02275,7830,1773310676,6,692,0,206,1034,normal
evt_01168,4197,1771753942,0,365,0,116,2047,normal
evt_02015,5524,1769260531,2,822,0,393,3192,normal
evt_00730,6207,1771364132,5,340,0,95,2649,normal
evt_01167,7580,1772011463,0,300,0,116,1353,normal
evt_04509,3643,1768291806,5,277,0,95,1942,normal
evt_03841,6269,1770133246,3,328,0,145,3156,normal
evt_00796,6175,1770362945,1,399,0,119,2584,normal
evt_00179,5837,1767382021,5,251,0,95,5919,normal
evt_03875,7199,1771535417,5,313,0,95,870,normal
evt_01768,5453,1774793312,1,400,1,119,1690,normal
evt_00665,3768,1768240444,4,412,0,162,2143,normal
evt_02399,6245,1771397239,1,437,0,119,1675,normal
evt_00905,6529,1772376057,4,415,0,162,2965,normal
evt_01694,5052,1772368341,5,184,1,95,185,normal
evt_04128,7680,1769408727,4,669,0,162,10692,normal
evt_03767,8433,1768311057,4,489,0,162,1025,normal
evt_a0082,9074,1773357682,2,887,17,393,1,anomalous
evt_01731,2137,1768307463,1,390,1,119,4733,normal
evt_a0236,2809,1767782504,2,1824,1,393,2126,anomalous
evt_a0073,5849,1767542020,3,346,17,145,4,anomalous
evt_01881,4971,1772385243,6,596,0,206,1366,normal
evt_01646,9818,1771173914,2,961,1,393,5373,normal
evt_01213,4700,1771498703,3,437,0,145,2204,normal
evt_04506,7703,1771395513,3,398,2,145,7903,normal
evt_00385,6644,1772719446,3,409,1,145,761,normal
evt_03844,3281,1772719575,6,433,0,206,130,normal
evt_02165,3687,1771274444,0,399,2,116,6254,normal
evt_04569,8012,1769859898,3,420,0,145,4070,normal
evt_02705,3167,1769095504,1,387,0,119,2222,normal
evt_01227,7285,1770751812,0,274,0,116,1235,normal
evt_01015,5641,1771662075,1,284,0,119,168,normal
evt_02017,8214,1771735738,6,503,0,206,330,normal
evt_04183,1338,1771160618,6,484,1,206,4001,normal
evt_a0099,9947,1770266972,0,396,8,116,1,anomalous
evt_a0365,1953,1773282864,0,362,10,116,6,anomalous
evt_a0348,9023,1770775548,6,489,17,206,2,anomalous
evt_a0172,6122,1773102692,6,476,4,522,8,anomalous
evt_01508,9005,1767432380,5,245,0,95,333,normal
evt_04302,4436,1770046557,0,290,0,116,1738,normal
evt_03648,3468,1772711250,5,237,2,95,688,normal
evt_03616,6139,1771266388,1,398,0,119,2787,normal
evt_01221,3001,1769175773,0,313,1,116,546,normal
evt_03148,1783,1773570973,0,329,2,116,1635,normal
evt_01668,2385,1772980418,0,422,1,116,5046,normal
evt_01760,1431,1772625821,3,454,1,145,9395,normal
evt_04352,4647,1771262347,4,696,0,162,9361,normal
evt_02689,5491,1769163345,3,446,0,145,7251,normal
evt_a0311,1266,1773717019,4,592,14,162,4,anomalous
evt_02961,4654,1769502560,6,618,0,206,1903,normal
evt_00753,2877,1768676290,1,284,0,119,569,normal
evt_02491,7712,1768487523,4,412,0,162,3277,normal
evt_01247,9443,1770747139,2,952,1,393,634,normal
evt_03803,2521,1772241802,1,391,0,119,2811,normal
evt_00268,3267,1773984768,6,609,1,206,831,normal
evt_02241,3294,1768385705,0,225,1,116,5888,normal
evt_01945,4943,1768585039,5,382,0,95,6578,normal
evt_00884,4812,1769697840,3,377,1,145,3391,normal
evt_03833,2346,1774553843,4,431,0,162,2198,normal
evt_00241,3419,1769069608,6,679,0,206,497,normal
evt_02773,9273,1769344565,5,346,2,95,8722,normal
evt_01214,2140,1774205181,6,467,0,206,244,normal
evt_a0350,5157,1769562450,1,438,20,119,6,anomalous
evt_01447,8077,1773502965,3,420,1,145,3593,normal
evt_03456,9160,1767620632,2,1174,2,393,1030,normal
evt_03602,3484,1771843523,0,348,1,116,4881,normal
evt_03334,5224,1769763173,0,380,0,116,3292,normal
evt_04100,3325,1774281981,4,418,0,162,68,normal
evt_02644,5356,1771725323,4,416,0,162,1906,normal
evt_04058,1262,1773719599,4,340,0,162,5395,normal
evt_00487,1681,1773144895,6,656,2,206,948,normal
evt_03885,6095,1768755936,2,1373,1,393,394,normal
evt_02283,8698,1774648399,4,515,0,162,7628,normal
evt_04292,2125,1773243134,2,1078,1,393,175,normal
evt_00565,8096,1773576120,4,328,0,162,270,normal
evt_01642,5206,1773806910,0,317,0,116,5334,normal
evt_00168,9742,1770202143,2,1140,1,393,2206,normal
evt_01744,1710,1771922172,0,344,0,116,4691,normal
evt_00082,4262,1768368746,6,545,0,206,9310,normal
