record_id,route,station,train_id,scheduled_time,actual_time,weather,day_type,incident_type,incident_note,delay_minutes
be200614-8d55-4d3d-8cb4-b116f0e7f852,Colombo Fort - Matara,Matara,YD-6174,2025-01-25T07:10:00,2025-01-25T07:10:48,clear,weekday,none,,0.8
c2b1a572-5381-4ac2-943a-d6811c21da80,Colombo Fort - Batticaloa,Polonnaruwa,IC-9593,2025-01-25T07:35:00,2025-01-25T07:39:00,clear,weekday,none,,4.0
7eb00dd1-f574-44e2-8c3d-5260ef85ea72,Colombo Fort - Badulla,Badulla,UD-1922,2025-01-25T08:40:00,2025-01-25T08:48:00,clear,weekday,staffing,Platform staff shortage at Badulla slowed boarding and dispatch.,8.0
cd8ebc99-e521-4caf-9cd6-a1508e2f29c9,Colombo Fort - Trincomalee,Polgahawela,ND-5047,2025-01-25T08:50:00,2025-01-25T09:14:54,light_rain,weekday,mechanical,"Locomotive on ND-5047 reported engine overheating near Polgahawela, replacement unit dispatched.",24.9
2f4d34d3-ca42-4bfb-af62-6e1bc2fddda1,Colombo Fort - Trincomalee,Trincomalee,IC-1114,2025-01-25T09:05:00,2025-01-25T09:19:42,light_rain,weekday,staffing,Platform staff shortage at Trincomalee slowed boarding and dispatch.,14.7
4b24b2ac-dd9b-4e1b-87b0-7ea442088df3,Colombo Fort - Matara,Matara,ND-6847,2025-01-25T09:50:00,2025-01-25T09:52:18,clear,weekday,none,,2.3
544d5d6b-b126-49e8-9efa-6c864d680bc0,Colombo Fort - Jaffna,Vavuniya,ND-9372,2025-01-25T10:00:00,2025-01-25T10:14:06,extreme_heat,weekday,staffing,Platform staff shortage at Vavuniya slowed boarding and dispatch.,14.1
40b3913d-c0f9-4bcb-88ce-05122f34dcb7,Colombo Fort - Matara,Matara,IC-6062,2025-01-25T10:30:00,2025-01-25T10:37:42,fog,weekday,none,,7.7
556ba759-f512-4214-84fc-874f8ce6a61a,Colombo Fort - Badulla,Ella,ND-1264,2025-01-25T13:40:00,2025-01-25T13:51:06,light_rain,weekday,signal_fault,"Automatic signal at Ella stuck on red, manual override required, causing delays through the section.",11.1
71206562-1623-4d31-af70-03d40a60467a,Colombo Fort - Trincomalee,Trincomalee,YD-9021,2025-01-25T15:50:00,2025-01-25T16:14:06,fog,weekday,mechanical,"Locomotive on YD-9021 reported engine overheating near Trincomalee, replacement unit dispatched.",24.1
f00d5b39-c7cd-454d-a837-f145e86af9e4,Colombo Fort - Kandy,Peradeniya,IC-7581,2025-01-25T17:35:00,2025-01-25T17:47:36,clear,weekday,signal_fault,"Signal failure reported near Peradeniya, trains held for 12 minutes while technicians reset the interlocking system.",12.6
af2dff26-4ddb-4d5d-bba7-c6243772fd45,Colombo Fort - Kandy,Kandy,UD-8289,2025-01-25T18:10:00,2025-01-25T18:21:36,fog,weekday,signal_fault,"Signal failure reported near Kandy, trains held for 11 minutes while technicians reset the interlocking system.",11.6
03cae85a-82b3-4cc9-9e62-082bcbac088d,Colombo Fort - Galle,Colombo Fort,UD-9151,2025-01-25T18:10:00,2025-01-25T18:27:42,heavy_rain,weekday,track_obstruction,Fallen tree on the line near Colombo Fort required manual clearance before UD-9151 could proceed.,17.7
b68b1782-44d3-4807-ab89-e99ca76ab533,Colombo Fort - Matara,Matara,PM-5251,2025-01-25T19:45:00,2025-01-25T19:49:12,extreme_heat,weekend,none,,4.2
016912d4-ac3c-4027-9c34-52dc7f5477dc,Colombo Fort - Matara,Colombo Fort,UD-2126,2025-01-25T21:50:00,2025-01-25T21:49:24,clear,weekend,none,,-0.6
3cf48f0b-30d2-4ce0-b94e-4564498ca2d4,Colombo Fort - Jaffna,Anuradhapura,ND-3109,2025-01-25T22:45:00,2025-01-25T22:50:00,light_rain,weekday,none,,5.0
db427963-125f-43fe-aca5-c021360f61b3,Colombo Fort - Kandy,Colombo Fort,YD-6409,2025-01-26T06:50:00,2025-01-26T06:54:36,clear,weekday,none,,4.6
8dc12811-0231-46ad-82da-50829e8f9083,Colombo Fort - Badulla,Badulla,UD-2420,2025-01-26T07:05:00,2025-01-26T07:11:48,light_rain,weekday,staffing,Platform staff shortage at Badulla slowed boarding and dispatch.,6.8
a49ddaf3-2ce9-4fd5-b44d-cb4b4cbb7c2a,Colombo Fort - Trincomalee,Trincomalee,PM-5696,2025-01-26T07:20:00,2025-01-26T07:38:30,fog,weekday,signal_fault,"Signal failure reported near Trincomalee, trains held for 18 minutes while technicians reset the interlocking system.",18.5
877d8b8d-183a-41fd-8e3f-484d69d97e51,Colombo Fort - Batticaloa,Colombo Fort,IC-8425,2025-01-26T08:45:00,2025-01-26T08:46:12,clear,weekday,none,,1.2
5da9efd8-1793-4971-9c98-78db63186880,Colombo Fort - Galle,Kalutara,PM-4814,2025-01-26T09:40:00,2025-01-26T09:41:18,light_rain,weekday,none,,1.3
2d096696-ce3b-40b2-a769-8d09d572175e,Colombo Fort - Kandy,Colombo Fort,IC-5458,2025-01-26T16:10:00,2025-01-26T16:14:30,clear,public_holiday,none,,4.5
e8008b23-2ffd-4558-96f5-c6759f25a1d7,Colombo Fort - Kandy,Kandy,YD-1960,2025-01-26T17:10:00,2025-01-26T17:24:42,clear,weekday,mechanical,"Brake system fault detected on YD-1960, inspected and cleared at Kandy before continuing.",14.7
af4fd273-5a07-4122-9b6f-2a32d5eb8714,Colombo Fort - Kandy,Colombo Fort,ND-9845,2025-01-26T17:15:00,2025-01-26T17:17:30,clear,public_holiday,none,,2.5
406c1afd-1703-414b-966f-0e36e983f3a1,Colombo Fort - Jaffna,Vavuniya,YD-3478,2025-01-26T17:45:00,2025-01-26T17:51:48,light_rain,public_holiday,none,,6.8
b5bbf2d3-3887-4128-9d24-1c3deda32c18,Colombo Fort - Matara,Colombo Fort,YD-5968,2025-01-26T18:10:00,2025-01-26T18:12:18,extreme_heat,weekday,none,,2.3
7f94f3cb-dc0a-4284-aa4c-59fd99a5ed6f,Colombo Fort - Kandy,Colombo Fort,IC-3331,2025-01-26T18:45:00,2025-01-26T18:48:30,clear,public_holiday,none,,3.5
9bc5ffbf-8c2a-4bfa-8f3b-09288f3ed6e3,Colombo Fort - Galle,Panadura,IC-6082,2025-01-26T19:10:00,2025-01-26T19:11:12,clear,weekday,none,,1.2
4ab315cc-e886-45cd-89ae-7d204b82014a,Colombo Fort - Trincomalee,Trincomalee,ND-7685,2025-01-27T05:30:00,2025-01-27T05:47:36,light_rain,weekday,mechanical,"Brake system fault detected on ND-7685, inspected and cleared at Trincomalee before continuing.",17.6
dcffb62c-bae1-469d-bdfd-9efc33e72bce,Colombo Fort - Batticaloa,Polonnaruwa,UD-9566,2025-01-27T06:50:00,2025-01-27T06:54:54,extreme_heat,weekend,none,,4.9
50016bdf-ace4-4ad8-aab9-3fd1e469b905,Colombo Fort - Batticaloa,Batticaloa,PM-9311,2025-01-27T07:05:00,2025-01-27T07:05:12,fog,weekend,none,,0.2
b2b1179e-934c-4689-9068-c0fb62fbe767,Colombo Fort - Matara,Matara,YD-9535,2025-01-27T07:20:00,2025-01-27T07:20:24,clear,weekday,none,,0.4
666822a3-719f-40ab-9bda-2e5ba2f4e5fe,Colombo Fort - Kandy,Colombo Fort,ND-9422,2025-01-27T07:30:00,2025-01-27T07:37:30,light_rain,weekday,staffing,Platform staff shortage at Colombo Fort slowed boarding and dispatch.,7.5
c546602c-5f4c-4c95-85d2-320547b75557,Colombo Fort - Matara,Matara,PM-3532,2025-01-27T08:10:00,2025-01-27T08:09:42,light_rain,weekend,none,,-0.3
d148c397-b0f1-422b-b978-6bff3fcd03ca,Colombo Fort - Jaffna,Colombo Fort,ND-5669,2025-01-27T08:30:00,2025-01-27T08:45:18,clear,weekday,mechanical,"Locomotive on ND-5669 reported engine overheating near Colombo Fort, replacement unit dispatched.",15.3
2c264f7d-9322-4ab5-a1bb-6b9d52fd64a8,Colombo Fort - Batticaloa,Batticaloa,ND-3734,2025-01-27T12:50:00,2025-01-27T12:52:54,clear,weekday,signal_fault,"Automatic signal at Batticaloa stuck on red, manual override required, causing delays through the section.",2.9
56174887-4440-4654-a533-7ced38337a54,Colombo Fort - Matara,Colombo Fort,IC-4826,2025-01-27T14:45:00,2025-01-27T14:46:54,heavy_rain,weekday,none,,1.9
748fc368-3d6a-456b-836e-0f7609870998,Colombo Fort - Trincomalee,Trincomalee,PM-9512,2025-01-27T16:20:00,2025-01-27T16:21:06,extreme_heat,weekday,none,,1.1
f1085f04-aa38-4647-a199-b4ca298d7a32,Colombo Fort - Jaffna,Vavuniya,PM-3350,2025-01-27T17:00:00,2025-01-27T17:07:12,clear,weekday,weather,Heavy rain near Vavuniya reduced visibility and required speed restrictions on the approach.,7.2
6c2734e9-deff-4e26-acf6-e3307e37dff8,Colombo Fort - Badulla,Ella,PM-3808,2025-01-27T17:10:00,2025-01-27T17:08:00,clear,weekend,none,,-2.0
744b511a-9811-424b-a9b9-c0d1d232ce50,Colombo Fort - Trincomalee,Trincomalee,UD-8643,2025-01-27T17:30:00,2025-01-27T17:46:00,light_rain,public_holiday,track_obstruction,Fallen tree on the line near Trincomalee required manual clearance before UD-8643 could proceed.,16.0
879dc968-cb11-44f7-bd5d-469c0c9e8728,Colombo Fort - Trincomalee,Trincomalee,ND-7082,2025-01-27T17:30:00,2025-01-27T17:34:24,extreme_heat,weekday,none,,4.4
747302ca-d07c-4077-be1f-f53db8dfad04,Colombo Fort - Galle,Panadura,YD-7436,2025-01-27T17:50:00,2025-01-27T17:56:12,clear,weekend,staffing,Platform staff shortage at Panadura slowed boarding and dispatch.,6.2
29a35756-1a60-410f-a843-a908ed6570bc,Colombo Fort - Jaffna,Anuradhapura,PM-3497,2025-01-27T18:20:00,2025-01-27T18:18:00,clear,weekday,none,,-2.0
5a4c722d-bdb3-46e2-a603-6b6deaa4db68,Colombo Fort - Matara,Galle,YD-6909,2025-01-28T06:20:00,2025-01-28T06:19:42,clear,weekend,none,,-0.3
7e731009-4ce3-48f3-b106-db366bfe3d40,Colombo Fort - Trincomalee,Polgahawela,UD-8448,2025-01-28T06:40:00,2025-01-28T06:38:06,clear,weekday,none,,-1.9
2354653b-c709-4736-8d56-57257f4488ea,Colombo Fort - Trincomalee,Polgahawela,ND-4153,2025-01-28T06:50:00,2025-01-28T07:03:12,light_rain,weekday,track_obstruction,Fallen tree on the line near Polgahawela required manual clearance before ND-4153 could proceed.,13.2
a9b6aed2-835e-4cd5-8156-82fcde894e09,Colombo Fort - Batticaloa,Colombo Fort,IC-9034,2025-01-28T08:20:00,2025-01-28T08:37:00,light_rain,weekday,weather,"Flooding risk reported on the track bed near Colombo Fort, service ran at reduced speed as a precaution.",17.0
0b85cae8-df5d-4883-9fc5-3e2f020dd923,Colombo Fort - Batticaloa,Batticaloa,PM-7772,2025-01-28T08:40:00,2025-01-28T08:53:30,clear,weekend,mechanical,"Brake system fault detected on PM-7772, inspected and cleared at Batticaloa before continuing.",13.5
10601c67-37c9-48d3-93b6-0fd29aa4862c,Colombo Fort - Jaffna,Colombo Fort,IC-9031,2025-01-28T11:30:00,2025-01-28T11:48:24,light_rain,weekend,mechanical,"Brake system fault detected on IC-9031, inspected and cleared at Colombo Fort before continuing.",18.4
c8923998-bea6-41ff-93f1-6283df0c6cb6,Colombo Fort - Trincomalee,Trincomalee,ND-5699,2025-01-28T15:15:00,2025-01-28T15:16:24,clear,weekday,none,,1.4
a60d4704-8581-4884-8950-280b97ca03f2,Colombo Fort - Batticaloa,Batticaloa,UD-6439,2025-01-28T15:35:00,2025-01-28T15:54:36,extreme_heat,weekday,mechanical,"Brake system fault detected on UD-6439, inspected and cleared at Batticaloa before continuing.",19.6
a710f492-1f0c-434c-96a3-4dca543b3b85,Colombo Fort - Trincomalee,Polgahawela,ND-8103,2025-01-28T17:15:00,2025-01-28T17:14:54,extreme_heat,weekday,none,,-0.1
dc00e991-c90c-4862-876d-c40fba7bedb4,Colombo Fort - Trincomalee,Polgahawela,IC-2456,2025-01-28T17:30:00,2025-01-28T17:35:18,heavy_rain,weekday,none,,5.3
3d98924c-0125-459c-b586-f28dcf546be6,Colombo Fort - Jaffna,Jaffna,IC-2446,2025-01-28T17:40:00,2025-01-28T17:43:36,extreme_heat,weekend,none,,3.6
ea5aaa0c-2400-4144-9eeb-ccdeeae852a2,Colombo Fort - Kandy,Peradeniya,UD-4069,2025-01-28T18:35:00,2025-01-28T18:46:54,clear,weekend,signal_fault,"Automatic signal at Peradeniya stuck on red, manual override required, causing delays through the section.",11.9
73d5cd3b-962f-49a9-919f-ce2258cac16c,Colombo Fort - Trincomalee,Trincomalee,IC-3937,2025-01-28T20:45:00,2025-01-28T20:43:00,clear,weekday,none,,-2.0
12660786-43fd-4e72-8318-881c53cb08ef,Colombo Fort - Jaffna,Vavuniya,YD-1807,2025-01-29T06:10:00,2025-01-29T06:19:54,heavy_rain,weekday,none,,9.9
5a8b7957-e24c-46fc-9276-af11e892a022,Colombo Fort - Matara,Colombo Fort,YD-1705,2025-01-29T06:20:00,2025-01-29T06:31:00,clear,weekday,signal_fault,"Automatic signal at Colombo Fort stuck on red, manual override required, causing delays through the section.",11.0
7a3a930c-626f-4739-918a-30e51fab5bb6,Colombo Fort - Batticaloa,Polonnaruwa,IC-3572,2025-01-29T06:35:00,2025-01-29T06:47:54,clear,weekday,staffing,Delayed departure from Polonnaruwa due to late arrival of relief crew for IC-3572.,12.9
fc674cdb-33ec-4de3-bc90-d7622d22b225,Colombo Fort - Badulla,Badulla,ND-7920,2025-01-29T06:50:00,2025-01-29T06:50:36,clear,weekend,none,,0.6
b243fe55-19e8-4cb8-a13f-f9593a93919b,Colombo Fort - Jaffna,Jaffna,PM-5698,2025-01-29T07:00:00,2025-01-29T07:03:42,light_rain,weekday,none,,3.7
e597538a-a106-43dd-b9fc-75a905a65a3e,Colombo Fort - Kandy,Colombo Fort,YD-6730,2025-01-29T07:10:00,2025-01-29T07:11:54,clear,weekday,none,,1.9
ac85d843-696a-4f33-af9f-53a6d61280ff,Colombo Fort - Batticaloa,Colombo Fort,IC-7322,2025-01-29T07:50:00,2025-01-29T07:53:48,clear,weekend,none,,3.8
3e7e7e98-ff2a-431c-8d57-8c041e2a7493,Colombo Fort - Batticaloa,Colombo Fort,ND-7938,2025-01-29T08:00:00,2025-01-29T07:59:18,clear,weekday,none,,-0.7
530f0ef9-70a9-47b4-8f00-7dd054e531c8,Colombo Fort - Galle,Panadura,IC-1055,2025-01-29T08:00:00,2025-01-29T08:19:24,light_rain,weekday,mechanical,"Brake system fault detected on IC-1055, inspected and cleared at Panadura before continuing.",19.4
e3b49fd1-b3bb-4818-a0e0-655c61a2f5ea,Colombo Fort - Galle,Galle,YD-8807,2025-01-29T08:35:00,2025-01-29T08:38:30,heavy_rain,weekend,none,,3.5
dc9fff56-791f-453c-9c83-d3c684052899,Colombo Fort - Trincomalee,Polgahawela,PM-8707,2025-01-29T08:40:00,2025-01-29T08:55:06,fog,weekday,signal_fault,"Signal failure reported near Polgahawela, trains held for 15 minutes while technicians reset the interlocking system.",15.1
3a619076-fcaf-490b-96b3-3cf1dad41715,Colombo Fort - Trincomalee,Trincomalee,ND-8935,2025-01-29T08:45:00,2025-01-29T08:53:36,heavy_rain,weekday,staffing,Delayed departure from Trincomalee due to late arrival of relief crew for ND-8935.,8.6
d0f2cf72-5ca5-4b1b-95a5-3b509ef1fb3e,Colombo Fort - Matara,Matara,PM-1161,2025-01-29T08:50:00,2025-01-29T08:52:42,light_rain,weekday,none,,2.7
9a95c798-2e65-4a53-9954-d2108d415d99,Colombo Fort - Galle,Colombo Fort,ND-2694,2025-01-29T12:50:00,2025-01-29T12:48:18,clear,weekday,none,,-1.7
1558a1ee-8ebe-4938-b6a1-8a2cca265ba6,Colombo Fort - Batticaloa,Batticaloa,IC-1796,2025-01-29T13:10:00,2025-01-29T13:32:12,fog,public_holiday,weather,"Flooding risk reported on the track bed near Batticaloa, service ran at reduced speed as a precaution.",22.2
edec8537-61a5-41b0-a93e-f6d68b9ab4fc,Colombo Fort - Batticaloa,Polonnaruwa,IC-6090,2025-01-29T17:40:00,2025-01-29T17:49:12,light_rain,weekday,staffing,Delayed departure from Polonnaruwa due to late arrival of relief crew for IC-6090.,9.2
734d4099-8f97-4298-8b0a-136cdabfded1,Colombo Fort - Matara,Colombo Fort,ND-4263,2025-01-29T18:00:00,2025-01-29T17:58:00,clear,weekend,none,,-2.0
206cd144-d109-490d-8c75-59f22b64f591,Colombo Fort - Batticaloa,Batticaloa,UD-6981,2025-01-29T18:00:00,2025-01-29T18:12:12,clear,weekday,signal_fault,"Automatic signal at Batticaloa stuck on red, manual override required, causing delays through the section.",12.2
46c52efc-f4b0-4f83-891b-29b859d360ee,Colombo Fort - Jaffna,Colombo Fort,ND-8041,2025-01-29T18:40:00,2025-01-29T19:02:36,heavy_rain,weekday,weather,"Flooding risk reported on the track bed near Colombo Fort, service ran at reduced speed as a precaution.",22.6
846aab72-f4f5-4d18-b837-4c911dcd2011,Colombo Fort - Badulla,Colombo Fort,YD-9336,2025-01-30T05:10:00,2025-01-30T05:17:00,heavy_rain,weekday,none,,7.0
ec8ea969-56f5-4f54-aaf4-6b1bd89d3b23,Colombo Fort - Kandy,Colombo Fort,UD-7723,2025-01-30T05:50:00,2025-01-30T05:56:24,clear,weekend,staffing,Platform staff shortage at Colombo Fort slowed boarding and dispatch.,6.4
fcd4db3a-bda7-4d3d-b8f1-c4cd9424b748,Colombo Fort - Badulla,Badulla,IC-7216,2025-01-30T06:00:00,2025-01-30T06:15:48,light_rain,weekday,mechanical,"Brake system fault detected on IC-7216, inspected and cleared at Badulla before continuing.",15.8
8d61a534-fd7f-4069-b692-b5fdfbb15e33,Colombo Fort - Trincomalee,Colombo Fort,PM-5995,2025-01-30T08:00:00,2025-01-30T08:09:48,light_rain,weekday,signal_fault,"Automatic signal at Colombo Fort stuck on red, manual override required, causing delays through the section.",9.8
56f806b1-7b96-467c-9551-dda6a000c5e4,Colombo Fort - Jaffna,Jaffna,UD-5266,2025-01-30T08:10:00,2025-01-30T08:08:00,clear,public_holiday,none,,-2.0
e775c997-daf4-434e-8cab-5108745802f0,Colombo Fort - Jaffna,Anuradhapura,UD-9118,2025-01-30T10:15:00,2025-01-30T10:30:12,heavy_rain,weekend,weather,Heavy rain near Anuradhapura reduced visibility and required speed restrictions on the approach.,15.2
c6245659-562c-4c98-87fa-91874d7b5049,Colombo Fort - Matara,Galle,YD-8426,2025-01-30T15:50:00,2025-01-30T15:48:00,clear,weekday,none,,-2.0
c6f0022a-aed6-45b3-a63f-889a9f95cf2b,Colombo Fort - Kandy,Kandy,UD-7770,2025-01-30T16:15:00,2025-01-30T16:35:36,clear,weekday,mechanical,"Brake system fault detected on UD-7770, inspected and cleared at Kandy before continuing.",20.6
9c115640-e8ba-4234-8f06-93860c112349,Colombo Fort - Badulla,Badulla,UD-1876,2025-01-30T17:05:00,2025-01-30T17:03:36,clear,weekday,none,,-1.4
c48c7707-6178-4092-b215-00d1ca5ce82e,Colombo Fort - Jaffna,Colombo Fort,PM-9409,2025-01-30T17:45:00,2025-01-30T17:49:12,heavy_rain,weekend,none,,4.2
e3925b1b-aa18-4486-800f-1fe29f78949e,Colombo Fort - Galle,Colombo Fort,YD-3932,2025-01-30T18:30:00,2025-01-30T18:51:30,clear,weekend,mechanical,"Brake system fault detected on YD-3932, inspected and cleared at Colombo Fort before continuing.",21.5
42112ee2-4130-4306-bf0b-adc1b3010b1f,Colombo Fort - Batticaloa,Colombo Fort,YD-7022,2025-01-30T18:50:00,2025-01-30T18:59:18,clear,weekday,signal_fault,"Signal failure reported near Colombo Fort, trains held for 9 minutes while technicians reset the interlocking system.",9.3
33d99546-2d42-4ab5-9675-a2b40862137f,Colombo Fort - Jaffna,Colombo Fort,YD-7513,2025-01-30T19:00:00,2025-01-30T19:04:24,clear,weekday,none,,4.4
1fa677a1-897f-4a36-98f5-e3a9d55d414c,Colombo Fort - Galle,Galle,YD-4407,2025-01-31T06:05:00,2025-01-31T06:09:42,extreme_heat,weekday,none,,4.7
40278605-cea9-4baf-8d6a-d8b4bb3c3a70,Colombo Fort - Jaffna,Anuradhapura,UD-8548,2025-01-31T06:10:00,2025-01-31T06:23:18,heavy_rain,weekend,staffing,Platform staff shortage at Anuradhapura slowed boarding and dispatch.,13.3
69960f2c-a005-471a-9339-2c5864a5adc0,Colombo Fort - Trincomalee,Polgahawela,UD-3327,2025-01-31T06:45:00,2025-01-31T06:58:18,clear,weekend,signal_fault,"Automatic signal at Polgahawela stuck on red, manual override required, causing delays through the section.",13.3
45344a8e-291a-4673-90d6-c9ddceee66fd,Colombo Fort - Kandy,Peradeniya,IC-1600,2025-01-31T06:50:00,2025-01-31T06:53:36,clear,weekday,none,,3.6
29e384a0-02db-4354-98e9-4fbdda808967,Colombo Fort - Galle,Galle,ND-4412,2025-01-31T08:40:00,2025-01-31T08:38:00,clear,weekend,none,,-2.0
43280eaf-e75d-41a2-bd7f-2b409418af56,Colombo Fort - Jaffna,Vavuniya,ND-6745,2025-01-31T08:50:00,2025-01-31T09:13:06,fog,weekday,track_obstruction,Fallen tree on the line near Vavuniya required manual clearance before ND-6745 could proceed.,23.1
51b6cd90-cfe8-4c75-a657-5730efeaffac,Colombo Fort - Galle,Colombo Fort,PM-1772,2025-01-31T15:45:00,2025-01-31T15:49:00,clear,weekend,staffing,Platform staff shortage at Colombo Fort slowed boarding and dispatch.,4.0
07e73e53-1d31-4503-a443-bab8247916e3,Colombo Fort - Galle,Colombo Fort,YD-8488,2025-01-31T16:00:00,2025-01-31T16:15:36,light_rain,weekday,signal_fault,"Automatic signal at Colombo Fort stuck on red, manual override required, causing delays through the section.",15.6
11e4f6d5-537a-4ad2-85ae-0e0d14693245,Colombo Fort - Batticaloa,Colombo Fort,IC-5739,2025-01-31T17:30:00,2025-01-31T17:30:54,extreme_heat,weekday,none,,0.9
bca1d684-cfc3-4965-a70f-731d9e0c25c9,Colombo Fort - Badulla,Colombo Fort,ND-7999,2025-01-31T17:50:00,2025-01-31T17:53:24,light_rain,weekday,none,,3.4
49bdbf2c-a360-488b-be6f-7e48f1501dbf,Colombo Fort - Galle,Kalutara,YD-5973,2025-01-31T18:10:00,2025-01-31T18:13:30,light_rain,weekday,none,,3.5
1aca357e-f66d-4306-b0b8-d65e7d12b596,Colombo Fort - Matara,Matara,UD-1466,2025-01-31T18:40:00,2025-01-31T19:00:12,extreme_heat,weekday,mechanical,"Brake system fault detected on UD-1466, inspected and cleared at Matara before continuing.",20.2
e89f8f36-9e3a-4c1a-976a-dceec4f2354a,Colombo Fort - Matara,Galle,YD-3960,2025-01-31T19:15:00,2025-01-31T19:15:54,clear,weekend,none,,0.9
6393a9ba-9d64-49ca-a3b9-322f363512a3,Colombo Fort - Trincomalee,Trincomalee,ND-4574,2025-01-31T20:00:00,2025-01-31T20:13:24,clear,weekend,mechanical,"Brake system fault detected on ND-4574, inspected and cleared at Trincomalee before continuing.",13.4
c4e67522-ab97-4a8b-a0b7-0bed4f24f229,Colombo Fort - Batticaloa,Colombo Fort,PM-3257,2025-01-31T21:10:00,2025-01-31T21:19:24,clear,weekday,staffing,Platform staff shortage at Colombo Fort slowed boarding and dispatch.,9.4
d7ab51fe-73d1-43a2-950b-380d8a17eae1,Colombo Fort - Trincomalee,Trincomalee,ND-3415,2025-01-31T21:40:00,2025-01-31T21:50:12,clear,public_holiday,staffing,Delayed departure from Trincomalee due to late arrival of relief crew for ND-3415.,10.2
b100d5be-4dc0-47fa-bef6-ca26d016cdc3,Colombo Fort - Matara,Matara,IC-6312,2025-01-31T22:50:00,2025-01-31T22:55:12,light_rain,weekday,staffing,Delayed departure from Matara due to late arrival of relief crew for IC-6312.,5.2
f07efde3-c759-47bc-938b-da61ac425e85,Colombo Fort - Kandy,Peradeniya,PM-3290,2025-02-01T05:15:00,2025-02-01T05:14:24,clear,weekend,none,,-0.6
b7d8cb1f-50a4-401d-b427-304ff9397cb5,Colombo Fort - Kandy,Peradeniya,UD-5934,2025-02-01T06:35:00,2025-02-01T06:35:00,light_rain,weekday,none,,-0.0
e4cf55b8-b329-4ec0-935e-e04980108087,Colombo Fort - Kandy,Kandy,ND-3316,2025-02-01T06:50:00,2025-02-01T06:58:24,light_rain,weekday,staffing,Platform staff shortage at Kandy slowed boarding and dispatch.,8.4
a7e7ff51-7a31-4a3b-a819-3f8c53c343b6,Colombo Fort - Kandy,Colombo Fort,PM-9050,2025-02-01T07:05:00,2025-02-01T07:14:18,clear,weekend,weather,Heavy rain near Colombo Fort reduced visibility and required speed restrictions on the approach.,9.3
3a929b71-365e-4d28-b370-056b8c0c5c6f,Colombo Fort - Badulla,Nanu Oya,PM-4251,2025-02-01T07:50:00,2025-02-01T07:53:48,clear,weekend,none,,3.8
03a231be-d2db-4a50-879a-a7a66eaa41ca,Colombo Fort - Matara,Matara,PM-9534,2025-02-01T08:20:00,2025-02-01T08:43:12,clear,weekend,track_obstruction,Fallen tree on the line near Matara required manual clearance before PM-9534 could proceed.,23.2
4bef29ee-e817-423a-aadb-3329f0654c66,Colombo Fort - Galle,Galle,UD-3658,2025-02-01T10:00:00,2025-02-01T10:08:18,heavy_rain,weekday,weather,"Flooding risk reported on the track bed near Galle, service ran at reduced speed as a precaution.",8.3
cb2d5589-43fc-4c88-9be7-4c9fb0adf46a,Colombo Fort - Batticaloa,Polonnaruwa,IC-4622,2025-02-01T11:35:00,2025-02-01T11:35:12,light_rain,weekend,none,,0.2
7764f879-b386-4c91-ba69-3136569b4fee,Colombo Fort - Trincomalee,Colombo Fort,YD-8540,2025-02-01T16:05:00,2025-02-01T16:31:36,heavy_rain,public_holiday,mechanical,"Brake system fault detected on YD-8540, inspected and cleared at Colombo Fort before continuing.",26.6
95e706ee-fbf3-4890-915e-278cdb5901f1,Colombo Fort - Jaffna,Anuradhapura,ND-2483,2025-02-01T16:45:00,2025-02-01T16:46:24,clear,weekday,none,,1.4
5eb5766d-c976-4556-9298-948471f25215,Colombo Fort - Badulla,Badulla,IC-8531,2025-02-01T17:35:00,2025-02-01T17:40:00,extreme_heat,weekday,staffing,Delayed departure from Badulla due to late arrival of relief crew for IC-8531.,5.0
606673a0-d415-4e6f-abb3-012492d646cb,Colombo Fort - Galle,Colombo Fort,UD-6394,2025-02-01T18:20:00,2025-02-01T18:31:48,fog,weekday,weather,"Flooding risk reported on the track bed near Colombo Fort, service ran at reduced speed as a precaution.",11.8
178a3e38-4b10-41fa-b05f-891479ee99d6,Colombo Fort - Kandy,Kandy,YD-5476,2025-02-01T18:35:00,2025-02-01T18:56:00,fog,weekend,track_obstruction,Livestock on the track near Kandy caused an unscheduled stop.,21.0
c3d3089d-1eae-44f2-b620-1d8fb2c47620,Colombo Fort - Batticaloa,Batticaloa,IC-9568,2025-02-01T18:35:00,2025-02-01T18:33:00,clear,weekend,none,,-2.0
ac2bb923-d512-48b1-8038-c199f95e7ec9,Colombo Fort - Batticaloa,Polonnaruwa,IC-1206,2025-02-01T22:15:00,2025-02-01T22:20:42,clear,public_holiday,none,,5.7
8e8f45fa-38b7-4d54-ada9-475b7c4ecc0b,Colombo Fort - Matara,Colombo Fort,UD-1213,2025-02-02T06:15:00,2025-02-02T06:33:24,extreme_heat,weekday,mechanical,"Locomotive on UD-1213 reported engine overheating near Colombo Fort, replacement unit dispatched.",18.4
c4c52911-2289-44ed-acf2-a4100a2bd738,Colombo Fort - Batticaloa,Batticaloa,ND-4027,2025-02-02T06:20:00,2025-02-02T06:45:54,heavy_rain,public_holiday,track_obstruction,Livestock on the track near Batticaloa caused an unscheduled stop.,25.9
5e20d58f-0456-425c-a8e2-b07e33371c1e,Colombo Fort - Kandy,Colombo Fort,PM-8355,2025-02-02T07:05:00,2025-02-02T07:06:48,clear,weekday,none,,1.8
